Ticker,Date,Close,Prediction_0,Prediction_1,Prediction_2
ADA-USD,2022-08-01,0.5141230225563049,0.0015858118,2.6414786e-05,0.9897189
ADA-USD,2022-08-02,0.4968329966068268,0.8614143,0.00041443005,0.122910134
ADA-USD,2022-08-03,0.5009880065917969,0.29214108,0.0011441353,0.6598848
ADA-USD,2022-08-04,0.4996680021286011,0.36563572,0.00074508373,0.60959196
ADA-USD,2022-08-05,0.517503023147583,0.0005974213,0.5175879,0.43816456
ADA-USD,2022-08-06,0.5112559795379639,0.0017492365,0.011295687,0.9645581
ADA-USD,2022-08-07,0.5274699926376343,0.00037427773,0.6779442,0.30825648
ADA-USD,2022-08-08,0.5365960001945496,0.00025001838,0.65463686,0.3262082
ADA-USD,2022-08-09,0.5140519738197327,0.00301742,9.85022e-05,0.98865825
ADA-USD,2022-08-10,0.5370929837226868,0.0006494803,0.18591447,0.8026232
ADA-USD,2022-08-11,0.5312579870223999,0.0048294677,0.0082014045,0.966583
ADA-USD,2022-08-12,0.5407530069351196,0.00084087,0.401824,0.56577826
ADA-USD,2022-08-13,0.5598130226135254,0.00070079794,0.78451395,0.20371127
ADA-USD,2022-08-14,0.570343017578125,0.00038816716,0.7258031,0.25977728
ADA-USD,2022-08-15,0.5511710047721863,0.0007416635,0.00015495032,0.9906686
ADA-USD,2022-08-16,0.5579149723052979,0.00034157824,0.00020620922,0.9888428
ADA-USD,2022-08-17,0.5370380282402039,0.8409447,0.00054591626,0.15401138
ADA-USD,2022-08-18,0.5126330256462097,0.95414954,0.00048072732,0.038531765
ADA-USD,2022-08-19,0.450980007648468,0.89388967,0.00021008147,0.09547072
ADA-USD,2022-08-20,0.4513880014419555,0.83980614,0.00042175333,0.15138616
ADA-USD,2022-08-21,0.4635460078716278,0.018304957,0.0007436544,0.9622354
ADA-USD,2022-08-22,0.4614459872245788,0.26120958,0.0015724563,0.7255416
ADA-USD,2022-08-23,0.4652070105075836,0.024714226,0.008769031,0.9456065
ADA-USD,2022-08-24,0.4581089913845062,0.41629186,0.005186915,0.49596637
ADA-USD,2022-08-25,0.4649989902973175,0.002164291,0.47693565,0.48110026
ADA-USD,2022-08-26,0.4308629930019378,0.909139,0.0001995831,0.079693206
ADA-USD,2022-08-27,0.4497030079364776,0.00044771537,0.0009985255,0.98508793
ADA-USD,2022-08-28,0.4300490021705627,0.68671227,0.00040619902,0.2956534
ADA-USD,2022-08-29,0.4507029950618744,0.0011315607,0.006370983,0.9777784
ADA-USD,2022-08-30,0.4521690011024475,0.00053826947,0.11144964,0.86757874
ADA-USD,2022-08-31,0.4466649889945984,0.0006367411,0.0014834196,0.983561
ADA-USD,2022-09-01,0.4574809968471527,7.32751e-05,0.67754817,0.30612433
ADA-USD,2022-09-02,0.4545589983463287,9.0099275e-05,0.10446648,0.86924624
ADA-USD,2022-09-03,0.4803870022296905,5.7495785e-05,0.7650511,0.21759216
ADA-USD,2022-09-04,0.5030840039253235,7.9588805e-05,0.7430166,0.23886123
ADA-USD,2022-09-05,0.4991210103034973,0.00020569452,0.5383991,0.41637245
ADA-USD,2022-09-06,0.4630660116672516,0.097547814,0.00013980514,0.87376386
ADA-USD,2022-09-07,0.4792819917201996,0.002138898,0.0019739293,0.9825572
ADA-USD,2022-09-08,0.4792740046977997,0.003725747,0.0014317633,0.97898304
ADA-USD,2022-09-09,0.5029199719429016,0.0004508269,0.4624035,0.5038862
ADA-USD,2022-09-10,0.5124220252037048,0.00017797835,0.7548838,0.22884099
ADA-USD,2022-09-11,0.5097519755363464,0.00030366427,0.24519214,0.6871649
ADA-USD,2022-09-12,0.5015460252761841,0.00020832059,5.9553267e-06,0.99462575
ADA-USD,2022-09-13,0.4688810110092163,0.90133935,0.00037814048,0.088023275
ADA-USD,2022-09-14,0.4813759922981262,0.018551923,0.0014249549,0.9603502
ADA-USD,2022-09-15,0.4656440019607544,0.85588324,0.0006453325,0.1289295
ADA-USD,2022-09-16,0.4741260111331939,0.0034048154,0.0025195447,0.9755323
ADA-USD,2022-09-17,0.4871560037136078,0.0012798567,0.22544186,0.76540303
ADA-USD,2022-09-18,0.4471859931945801,0.8695693,0.0003186536,0.11922898
ADA-USD,2022-09-19,0.4535039961338043,0.06771918,0.00112307,0.9163289
ADA-USD,2022-09-20,0.4418990015983581,0.41433042,0.00023251785,0.5681567
ADA-USD,2022-09-21,0.4411590099334717,0.80013764,0.00022500106,0.18047532
ADA-USD,2022-09-22,0.4589659869670868,0.00019191911,0.16011065,0.7996081
ADA-USD,2022-09-23,0.4618209898471832,0.0002583998,0.616013,0.34530306
ADA-USD,2022-09-24,0.4515999853610992,0.0013085243,0.00085871964,0.99505836
ADA-USD,2022-09-25,0.4461880028247833,0.25176877,0.0012980311,0.70766336
ADA-USD,2022-09-26,0.4467569887638092,0.1283867,0.00062366854,0.8455522
ADA-USD,2022-09-27,0.441890001296997,0.6132092,0.00021138853,0.36200356
ADA-USD,2022-09-28,0.4372900128364563,0.7625928,0.00025292792,0.21244884
ADA-USD,2022-09-29,0.4381699860095978,0.5582632,0.00024407242,0.41411847
ADA-USD,2022-09-30,0.4344139993190765,0.613611,0.00020121779,0.37123486
ADA-USD,2022-10-01,0.4302929937839508,0.6605447,0.00040878807,0.30857906
